#dati campionati
#time(x)	reading(y)
0.000000		145
0.040000		145
0.080000		145
0.120000		145
0.160000		145
0.200000		145
0.240000		145
0.280000		145
0.320000		145
0.360000		145
0.400000		145
0.440000		145
0.480000		145
0.520000		145
0.560000		145
0.600000		145
0.640000		145
0.680000		145
0.720000		145
0.760000		145
0.800000		145
0.840000		145
0.880000		145
0.920000		145
0.960000		145
1.000000		145
1.040000		145
1.080000		145
1.120000		145
1.160000		145
1.200000		145
1.240000		145
1.280000		145
1.320000		145
1.360000		145
1.400000		145
1.440000		145
1.480000		145
1.520000		145
1.560000		145
1.600000		145
1.640000		145
1.680000		145
1.720000		145
1.760000		145
1.800000		145
1.840000		145
1.880000		145
1.920000		145
1.960000		145
2.000000		145
2.040000		145
2.080000		145
2.120000		145
2.160000		145
2.200000		145
2.240000		145
2.280000		145
2.320000		145
2.360000		145
2.400000		145
2.440000		145
2.480000		145
2.520000		145
2.560000		145
2.600000		145
2.640000		145
2.680000		145
2.720000		145
2.760000		145
2.800000		145
2.840000		145
2.880000		145
2.920000		145
2.960000		145
3.000000		145
3.040000		145
3.080000		145
3.120000		145
3.160000		145
3.200000		145
3.240000		145
3.280000		145
3.320000		145
3.360000		145
3.400000		145
3.440000		145
3.480000		145
3.520000		145
3.560000		145
3.600000		145
3.640000		145
3.680000		145
3.720000		145
3.760000		145
3.800000		145
3.840000		145
3.880000		145
3.920000		145
3.960000		145
4.000000		145
4.040000		145
4.080000		145
4.120000		145
4.160000		145
4.200000		145
4.240000		145
4.280000		145
4.320000		145
4.360000		145
4.400000		145
4.440000		145
4.480000		145
4.520000		145
4.560000		145
4.600000		145
4.640000		145
4.680000		145
4.720000		145
4.760000		145
4.800000		145
4.840000		145
4.880000		145
4.920000		145
4.960000		145
5.000000		145
5.040000		145
5.080000		145
5.120000		145
5.160000		145
5.200000		145
5.240000		145
5.280000		145
5.320000		145
5.360000		145
5.400000		145
5.440000		145
5.480000		145
5.520000		145
5.560000		145
5.600000		145
5.640000		145
5.680000		145
5.720000		145
5.760000		145
5.800000		145
5.840000		145
5.880000		145
5.920000		145
5.960000		145
6.000000		145
6.040000		145
6.080000		145
6.120000		145
6.160000		145
6.200000		145
6.240000		145
6.280000		145
6.320000		145
6.360000		145
6.400000		145
6.440000		145
6.480000		145
6.520000		145
6.560000		145
6.600000		145
6.640000		145
6.680000		145
6.720000		145
6.760000		145
6.800000		145
6.840000		145
6.880000		145
6.920000		145
6.960000		145
7.000000		145
7.040000		145
7.080000		145
7.120000		145
7.160000		145
7.200000		145
7.240000		145
7.280000		145
7.320000		145
7.360000		145
7.400000		145
7.440000		145
7.480000		145
7.520000		145
7.560000		145
7.600000		145
7.640000		145
7.680000		145
7.720000		145
7.760000		145
7.800000		145
7.840000		145
7.880000		145
7.920000		145
7.960000		145
8.000000		145
8.040000		145
8.080000		145
8.120000		145
8.160000		145
8.200000		145
8.240000		145
8.280000		145
8.320000		145
8.360000		145
8.400000		145
8.440000		145
8.480000		145
8.520000		145
8.559999		145
8.599999		145
8.639999		145
8.679999		145
8.720000		145
8.760000		145
8.800000		145
8.840000		145
8.880000		145
8.920000		145
8.960000		145
9.000000		145
9.040000		145
9.080000		145
9.120000		145
9.160000		145
9.200000		145
9.240000		145
9.280000		145
9.320000		145
9.360000		145
9.400000		145
9.440000		145
9.480000		145
9.520000		145
9.559999		145
9.599999		145
9.639999		145
9.679999		145
9.719999		145
9.760000		145
9.800000		145
9.840000		145
9.880000		145
9.920000		145
9.960000		145
10.000000		145
10.040000		145
10.080000		145
10.120000		145
10.160000		145
