#dati campionati
#time(x)	reading(y)
0.000000		104
0.000333		82
0.000667		82
0.001000		82
0.001333		82
0.001667		82
0.002000		82
0.002333		82
0.002667		82
0.003000		82
0.003333		82
0.003667		82
0.004000		82
0.004333		82
0.004667		82
0.005000		83
0.005333		84
0.005667		85
0.006000		84
0.006333		84
0.006667		85
0.007000		83
0.007333		81
0.007667		81
0.008000		81
0.008333		82
0.008667		82
0.009000		82
0.009333		82
0.009667		83
0.010000		83
0.010333		82
0.010667		82
0.011000		82
0.011333		82
0.011667		82
0.012000		82
0.012333		82
0.012667		82
0.013000		82
0.013333		82
0.013667		82
0.014000		81
0.014333		81
0.014667		81
0.015000		81
0.015333		81
0.015667		81
0.016000		81
0.016333		81
0.016667		81
0.017000		81
0.017333		81
0.017667		81
0.018000		81
0.018333		81
0.018667		81
0.019000		81
0.019333		81
0.019667		81
0.020000		81
0.020333		81
0.020667		81
0.021000		81
0.021333		81
0.021667		81
0.022000		81
0.022333		81
0.022667		81
0.023000		81
0.023333		81
0.023667		81
0.024000		81
0.024333		81
0.024667		81
0.025000		81
0.025333		81
0.025667		81
0.026000		81
0.026333		81
0.026667		81
0.027000		81
0.027333		81
0.027667		81
0.028000		81
0.028333		81
0.028667		81
0.029000		81
0.029333		81
0.029667		81
0.030000		81
0.030333		82
0.030667		81
0.031000		81
0.031333		81
0.031667		81
0.032000		82
0.032333		82
0.032667		81
0.033000		83
0.033333		83
0.033667		82
0.034000		81
0.034333		81
0.034667		81
0.035000		82
0.035333		81
0.035667		84
0.036000		82
0.036333		83
0.036667		81
0.037000		83
0.037333		81
0.037667		82
0.038000		84
0.038333		82
0.038667		81
0.039000		83
0.039333		82
0.039667		82
0.040000		84
0.040333		84
0.040667		81
0.041000		81
0.041333		82
0.041667		88
0.042000		88
0.042333		83
0.042667		84
0.043000		83
0.043333		82
0.043667		82
0.044000		81
0.044333		82
0.044667		81
0.045000		81
0.045333		81
0.045667		83
0.046000		83
0.046333		88
0.046667		83
0.047000		84
0.047333		81
0.047667		81
0.048000		81
0.048333		82
0.048667		81
0.049000		81
0.049333		81
0.049667		81
0.050000		81
0.050333		81
0.050667		81
0.051000		81
0.051333		81
0.051667		81
0.052000		81
0.052333		81
0.052667		81
0.053000		81
0.053333		81
0.053667		81
0.054000		81
0.054333		81
0.054667		81
0.055000		81
0.055333		81
0.055667		81
0.056000		81
0.056333		81
0.056667		81
0.057000		81
0.057333		81
0.057667		81
0.058000		81
0.058333		81
0.058667		81
0.059000		81
0.059333		81
0.059667		81
0.060000		81
0.060333		81
0.060667		81
0.061000		81
0.061333		81
0.061667		81
0.062000		81
0.062333		81
0.062667		81
0.063000		81
0.063333		81
0.063667		82
0.064000		82
0.064333		81
0.064667		81
0.065000		81
0.065333		81
0.065667		81
0.066000		81
0.066333		81
0.066667		81
0.067000		81
0.067333		81
0.067667		82
0.068000		85
0.068333		82
0.068667		81
0.069000		81
0.069333		82
0.069667		82
0.070000		82
0.070333		81
0.070667		81
0.071000		81
0.071333		82
0.071667		86
0.072000		83
0.072333		87
0.072667		82
0.073000		81
0.073333		81
0.073667		81
0.074000		81
0.074333		81
0.074667		82
0.075000		81
0.075333		81
0.075667		81
0.076000		81
0.076333		81
0.076667		81
0.077000		81
0.077333		81
0.077667		82
0.078000		82
0.078333		87
0.078667		85
0.079000		82
0.079333		81
0.079667		82
0.080000		81
0.080333		81
0.080667		81
0.081000		81
0.081333		81
0.081667		81
0.082000		81
0.082333		81
0.082667		82
0.083000		82
0.083333		84
0.083667		84
0.084000		82
0.084333		83
0.084667		82
0.085000		82
